Product_Name,code,1_kg,Vitamin_B1,Vitamin_B6,Dietary_fiber,Folic_acid,energy,Proteins,Carbohydrates,Fats,sodium,Vitamin_B3,potassium,Vitamin_C,iron,1_unit,100_g,Vitamin_B2,Vitamin_K.,Vitamin_E.,Magnesium,Carbohydrate_sugars,A_vitamin,Dietary_fiber,zinc,Of_which_added_sugar,100_ml,Of_which_saturated_fat,Trans_fatty_acids,Teaspoons_of_sugar,calcium,Cholesterol,Monounsaturated_fat,Polyunsaturated_fat,Sugars,Reduced_sodium,Many_alcohols,Lactose,Vitamin_D.,1_cm,Proteins_(Albumin_|_Casein_40_|_60),From_the_carbohydrates_lactose,Vitamin_D_Calciprolol,3_omega_fatty_acids,DHA_+_EPA,caffeine,Vitamin_B12,Niacin,Fat_without_trans,Vitamin_B5,Pantothenic_acid,Saturated_fat,Trans_fat,Saturated_fatty_acids,Nicotinamide,Non-fibrous_fibers,Of_which_unsaturated_fat,6_omega_fatty_acids,From_sugars_to_organic_acids,wetness,ash,Sucrose,Biotin,iodine,phosphorus,Salt,Lycopene,manganese,Soluble_fiber,Oleic_fatty_acids,Vitamin_E_equals_alpha_tocopherol,Acetic_acid,Vitamin_A_is_worth_retinol,Ascorbic_acid,K_Potassium,starch,ARA_fatty_acid,DHA_fatty_acid,Nucleotides,Linoleic_fatty_acid,Linoleic_fatty_acid,selenium,copper,Taurine,Choline,Inositol,Lutein,Alpha_linolenic_acid,Galactooligosaccharides,chlorine,Carnitine,Chloride,AA_fatty_acid,Vitamin_B3_Nicotinamide_Equilibrium,humidity,chromium,Molybdenum,1_meter,100_meters,Unsaturated,Acidic_acid,Linoleic_acid,DHA,EPA,Chlorophyll
Delicate_Go_Soy_Delicacy,P_7290110325305,0,0,0,1.6,0,94,10,5.9,3,60,0,0,0,0,0,2.85,0,0,0,0,0,0,0,0,0,0,0.4,Less_than_0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bitter_chocolate_almond_delicacy,P_7290110324841,0,0,0,1,0,110,2,13.7,5,50,0,0,0,0,0,3.36,0,0,0,0,0,0,0,0,0,0,1.2,Less_than_0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hazelnut_Almond_Delicacy,P_7290110324858,0,0,0,2,0,110,2.2,13,5,50,0,0,0,0,0,3.36,0,0,0,0,0,0,0,0,0,0,0.4,Less_than_0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soy_drink_in_a_banana_strawberry,P_7290014763272,0,0,0,1.1,0,73,2.8,12.1,1.3,42,0,0,0,0,0,0,0.2,0,0,0,9,0,0,0,0,2.36,0.3,Less_than_0.5,0,127,Less_than_2.5,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOOM_Delicacy_Sesame_Tahini,P_7290107959032,0,0,0,0,0,110,2.1,14.4,4.7,85,0,0,0,0,0,3.36,0,0,0,0,9.9,0,0,0,0,0,0.9,Less_than_0.5,2.5,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOOM_Delicacy_Vanilla_Sesame,P_7290107959049,0,0,0,0,0,116,2.3,12.1,6.3,155,0,0,0,0,0,3.36,0,0,0,0,7.8,0,0,0,0,0,1.1,Less_than_0.5,2,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOOM_Chocolate_Sesame_Delicacy,P_7290107959056,0,0,0,0,0,110,2.1,14.4,4.7,85,0,0,0,0,0,3.36,0,0,0,0,9.9,0,0,0,0,0,0.9,Less_than_0.5,2.5,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bio_Strawberry_Delicacy,P_7290110329808,0,0,0,1.4,0,74,3.3,11,1.6,45,0,0,0,0,0,3.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bio_Peach_Soy_Delicacy,P_7290110329792,0,0,0,1.3,0,78,3.3,12,1.6,50,0,0,0,0,0,3.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_refined_bio_soy_delicacy,P_7290110329815,0,0,0,1.6,0,55,4,5,1.8,55,0,0,0,0,0,3.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bio_Soy_Delicacy_Berries,P_7290110329822,0,0,0,1.3,0,84,3.3,13.5,1.6,50,0,0,0,0,0,3.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_bio-natural_soy_delicacy,P_7290110329846,0,0,0,1,0,48,4,3.5,1.8,60,0,0,0,0,0,3.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soy_drink_flavored_with_hazelnuts,P_7290110328016,0,0,0,1.5,0,79,8,4.3,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,0.5,Less_than_0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee-flavored_soy_drink,P_7290110328023,0,0,0,1.5,0,79,8,4.3,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,0.5,Less_than_0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delicacy_without_maple_banana_milk,P_7290017059037,0,0,0,2,0,109,2.5,15.2,3.8,7,0,0,0,0,0,5.52,0,0,0,0,8.5,0,0,0,0,0,1.6,Less_than_0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cinnamon-free_delicacy_apple_cinnamon,P_7290017059044,0,0,0,1.9,0,98,2.2,15.5,3.1,10,0,0,0,0,0,5.52,0,0,0,0,9.2,0,0,0,0,0,1.2,Less_than_0.5,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_berry-free_delicacy_of_berries,P_7290017059051,0,0,0,2.5,0,96,2.2,15.3,2.9,10,0,0,0,0,0,5.52,0,0,0,0,8.6,0,0,0,0,0,1.1,Less_than_0.5,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iced_Coffee_Oatmeal,P_7290110328337,0,0,0,1.5,0,56,1.3,6.5,2.4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,0.2,Less_than_0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bio_delicacy_with_cherry,P_7290015335638,0,0,0,0.7,0,77,1,11.4,3.5,74,0,0,0,0,0,4.6,0,0,0,0,7.2,0,0,0,0,0,3,Less_than_0.5,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bio_delicacy_with_strawberry,P_7290015335614,0,0,0,0.7,0,76,1,11.3,3.5,74,0,0,0,0,0,4.6,0,0,0,0,6.7,0,0,0,0,0,3,Less_than_0.5,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_natural_bio-delicacy,P_7290015335607,0,0,0,0.7,0,53,1,5.2,3.6,86,0,0,0,0,0,4.6,0,0,0,0,0.8,0,0,0,0,0,3.1,Less_than_0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raspberry_Strawberry_Online_Drink,P_7290112341693,0,0,0,1.2,0,75,1.4,11.4,2.4,20,0,0,0,0,0,3.29,0,0,0,0,8,0,0,0,0,0,1.2,Less_than_0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Only_Strawberry_Delicacy,P_7290112348944,0,0,0,1.5,0,103,2.4,14.5,3.6,12.9,0,0,0,0,0,3.92,0,0,0,0,9.4,0,0,0,0,0,1.4,Less_than_0.5,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banana_Strawberry_Online_Drink,P_7290112341723,0,0,0,1,0,74,1.4,11.5,2.3,20,0,0,0,0,0,3.29,0,0,0,0,7.6,0,0,0,0,0,1.1,Less_than_0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pesto-flavored_tofu_wheeler,P_3726592,0,0,0,0.7,0,171,17.1,1.8,10.2,7,0,0,0,0,0,4,0,0,0,0,0.5,0,0,0,0,0,1.2,Less_than_0.5,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tofu_Weiler,P_3726615,0,0,0,0.7,0,171,17.1,1.8,10.2,7,0,0,0,0,0,4,0,0,0,0,0.5,0,0,0,0,0,1.2,Less_than_0.5,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basil_tofu,P_7290110322021,0,0,0,3.5,0,151,16,2,8,220,0,0,0,0,0,4.17,0,0,0,0,0,0,0,0,0,0,1.2,Less_than_0.5,0,0,Less_than_2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spicy_tofu,P_7290110322038,0,0,0,3.5,0,151,16,2,8,220,0,0,0,0,0,4.17,0,0,0,0,0,0,0,0,0,0,1.2,Less_than_0.5,0,0,Less_than_2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shawarma-flavored_tofu,P_7290110329167,0,0,0,3.5,0,151,16,2,8,380,0,0,0,0,0,4.17,0,0,0,0,0,0,0,0,0,0,1.2,Less_than_0.5,0,260,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Natural_tofu,P_7290110328641,0,0,0,3.5,0,151,16,2,8,10,0,0,0,0,0,3.78,0,0,0,0,0,0,0,0,0,0,1.2,Less_than_0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Organic_tofu,P_3726110,0,0,0,0.7,0,160,17.5,1.8,9,7,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,1.3,Less_than_0.5,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tofu_with_a_natural_flavor,P_7290011923303,0,0,0,0,0,157,15.2,3.5,9.2,15,0,0,0,0,0,3.63,0,0,0,0,0,0,0,0,0,0,2.1,Less_than_0.5,0,332,Less_than_2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tofu_with_a_soft_texture,P_3726011,0,0,0,0.5,0,130,14.4,1.1,7.4,6,0,0,0,0,0,4.17,0,0,0,0,0,0,0,0,0,0,1,Less_than_0.5,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calcium-enriched_tofu,P_3726127,0,0,0,0.5,0,30,14.4,1.1,7.4,8,0,0,0,0,0,4.17,0,0,0,0,0,0,0,0,0,0,1.1,Less_than_0.5,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gluten-free_soft_tofu,P_85696608037,0,0,0,0,0,55,5.2,1.7,3.1,0,0,0,0,0,0,3.76,0,0,0,0,0,0,0,0,0,0,0.5,Less_than_0.5,0,0,Less_than_2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gluten-free_tofu,P_85696608044,0,0,0,0,0,61,6.6,2.1,3,0,0,0,0,0,0,3.76,0,0,0,0,0,0,0,0,0,0,0.5,Less_than_0.5,0,0,Less_than_2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gaia_Farm_tofu,P_3726141,0,0,0,0.7,0,169,17.1,1.8,10.2,7,0,0,0,0,0,3.97,0,0,0,0,0.5,0,0,0,0,0,1.2,Less_than_0.5,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Organic_tofu,P_7290013903310,0,0,0,0,0,137,15.5,2.2,7.9,6.7,0,0,0,0,0,3.78,0,0,0,0,0,0,0,0,0,0,1,Less_than_0.5,0,256,Less_than_2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Natural_flavored_chickpea_tofu,P_3726684,0,0,0,7,0,83,7.4,9,0.4,185,0,0,0,0,0,3.97,0,0,0,0,0,0,0,0,0,0,0,Less_than_0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smoked_tofu_hummus_tofu,P_3726691,0,0,0,7,0,83,7.4,9,0.4,203,0,0,0,0,0,3.97,0,0,0,0,0,0,0,0,0,0,0,Less_than_0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chickpea_tofu_with_pesto,P_3726875,0,0,0,2.8,0,107,5.5,8.9,4.9,326,0,0,0,0,0,3.97,0,0,0,0,0,0,0,0,0,0,0.1,Less_than_0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomato_chickpea_flavored_tomatoes,P_3726868,0,0,0,2.8,0,123,5.5,9.8,6.2,377,0,0,0,0,0,3.97,0,0,0,0,0.7,0,0,0,0,0,0.4,Less_than_0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soybean_tofu,P_7291008509029,0,0,0,0,0,137,11.8,2.2,89,680,0,0,0,0,0,4.63,0,0,0,0,0.1,0,0,0,0,0,0.7,Less_than_0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spicy_tofu_with_a_spicy_taste,P_3726622,0,0,0,6.2,0,140,14,3.7,6.3,325,0,0,0,0,0,4.63,0,0,0,0,0,0,0,0,0,0,1,Less_than_0.5,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9%_soy_spread_garlic_dill,P_7290110324728,0,0,0,2,0,128,5,5.7,9,400,0,0,0,0,0,3.96,0,0,0,0,0,0,0,0,0,0,6,Less_than_0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9%_soy_spread_with_a_natural_taste,P_7290110324711,0,0,0,2,0,127,5,5.5,9,250,0,0,0,0,0,3.96,0,0,0,0,0,0,0,0,0,0,6,Less_than_0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheese-style_tofu_spread,P_9720188050109,0,0,0,0,0,321,2.5,5.8,32,430,0,0,0,0,0,8.84,0,0,0,0,0,0,0,0,1.6,0,16,Less_than_0.5,0,0,Less_than_2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cream-style_tofu_spread,P_9720188060108,0,0,0,0,0,185,1.7,6.4,17,285,0,0,0,0,0,5.85,0,0,0,0,0,0,0,0,1.2,0,9,Less_than_0.5,0,0,Less_than_2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vegan_Greek_feta_style,P_5202390020407,0,0,0,0,0,305,0,11,29,680,0,0,0,0,0,13.45,0,0,0,0,0,0,0,0,0,0,26,Less_than_0.5,0,0,Less_than_2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vegan_ceramic_violet,P_5202390021121,0,0,0,0,0,239,0.5,4.7,24,400,0,0,0,0,0,12.6,0,0,0,0,0,0,0,0,0,0,22,Less_than_0.5,0,0,Less_than_2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vanilla_flavored_soy_delicacy,P_54051140,0,0,0,0.5,0,87,3.2,14.2,1.8,50,0,0,0,0,0,3.78,0.21,0,0,0,11,0,0,0,11,0,0,0,2.75,120,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chocolate-flavored_soy_delicacy,P_54051157,0,0,0,1.2,0,83,3.1,12.7,2,60,0,0,0,0,0,3.78,0.21,0,0,0,10.1,0,0,0,10.1,0,0,0,2.5,120,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
